<!-- THIS FILE MUST BE SAVED IN UTF-8 ENCODING (or some special characters will be lost) -->
<!-- @version $Id$ -->
<!-- @see http://www.insee.fr/fr/nom_def_met/nomenclatures/cog/donnees/france_txt.zip -->
Aclou 27001
Acon 27002
Acquigny 27003
Aigleville 27004
Ailly 27005
Aizier 27006
Ajou 27007
Alizay 27008
Ambenay 27009
Amécourt 27010
Amfreville-la-Campagne 27011
Amfreville-les-Champs 27012
Amfreville-sous-les-Monts 27013
Amfreville-sur-Iton 27014
Andé 27015
Angerville-la-Campagne 27017
Appeville-Annebault 27018
Armentières-sur-Avre 27019
Arnières-sur-Iton 27020
Asnières 27021
Aubevoye 27022
Aulnay-sur-Iton 27023
Autheuil-Authouillet 27025
Authevernes 27026
Authou 27028
Authouillet 27029=27025
Auvergny 27030=27427
Aviron 27031
Avrilly 27032
Bacquepuis 27033
Bacqueville 27034
Bailleul-la-Vallée 27035
Bâlines 27036
Barc 27037
Barneville-sur-Seine 27039
Barquet 27040
Barville 27042
Bazincourt-sur-Epte 27045
Bazoques 27046
Beaubray 27047
Beauficel-en-Lyons 27048
Beaumesnil 27049
Beaumont-le-Roger 27051
Beaumontel 27050
Bémécourt 27054
Bérengeville-la-Campagne 27055
Bernay 27056
Bernienville 27057
Bernières-sur-Seine 27058
Bernouville 27059
Berthenonville 27060
Berthouville 27061
Berville-en-Roumois 27062
Berville-la-Campagne 27063
Berville-sur-Mer 27064
Beuzeville 27065
Bézu-la-Forêt 27066
Bézu-Saint-Éloi 27067
Bois-Anzeray 27068
Bois-Arnault 27069
Bois-Jérôme-Saint-Ouen 27072
Bois-le-Roi 27073
Bois-Normand-près-Lyre 27075
Boisemont 27070
Boisney 27074
Boisset-les-Prévanches 27076
Boissey-le-Châtel 27077
Boissy-Lamberville 27079
Boissy-sur-Damville 27080=27416
Boncourt 27081
Bonneville-Aptot 27083
Bosc-Bénard-Commin 27084
Bosc-Bénard-Crescy 27085
Bosc-Renoult-en-Ouche 27088
Bosc-Renoult-en-Roumois 27089
Boscherville 27086=27105
Bosgouet 27091
Bosguérard-de-Marcouville 27092
Bosnormand 27093
Bosquentin 27094
Bosrobert 27095
Bouafles 27097
