"Level";"Country";"State";County";"Place";"Longitude";"Latitude";"ZoomLevel";"Icon"
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Melaine 35298=35068;W1.3833;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Méloir-des-Ondes 35299;W1.9000;N48.6500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Onen-la-Chapelle 35302;W2.1667;N48.1667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Ouen-des-Alleux 35304;W1.4167;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Ouen-la-Rouërie 35303;W1.4333;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Péran 35305;W2.0500;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Père 35306;W1.9167;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Pern 35307;W1.9833;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Pierre-de-Plesguen 35308;W1.9167;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Rémy-du-Plain 35309;W1.5667;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sauveur-des-Landes 35310;W1.3167;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Séglin 35311;W2.0000;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Senoux 35312;W1.7833;N47.9000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Servan-sur-Mer 35313=35288;W2.0167;N48.6333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Suliac 35314;W1.9667;N48.5667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sulpice-des-Landes 35316;W1.6167;N47.7667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sulpice-la-Forêt 35315;W1.5833;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Symphorien 35317=35130;W1.8333;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Thual 35318;W1.9333;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Thurial 35319;W1.9333;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Uniac 35320;W2.0333;N48.1667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Anne-sur-Vilaine 35249;W1.8167;N47.7333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Colombe 35262;W1.4500;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Marie 35294;W2.0000;N47.7000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saulnières 35321;W1.5833;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sens-de-Bretagne 35326;W1.5500;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Servon-sur-Vilaine 35327;W1.4500;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sixt-sur-Aff 35328;W2.0833;N47.7833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sougéal 35329;W1.5167;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Taillis 35330;W1.2333;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Talensac 35331;W1.9333;N48.1000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Teillay 35332;W1.5333;N47.8000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Thorigné-Fouillard 35334;W1.5667;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Thourie 35335;W1.4833;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Tinténiac 35337;W1.8500;N48.3167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Torcé 35338;W1.2667;N48.0667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Trans-la-Forêt 35339;W1.6000;N48.5000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Treffendel 35340;W2.0000;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Tremblay 35341;W1.4667;N48.4167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Trémeheuc 35342;W1.7000;N48.4333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Tresboeuf 35343;W1.5500;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Tressé 35344;W1.8833;N48.4833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Trévérien 35345;W1.9333;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Trimer 35346;W1.8833;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Val-d'Izé 35347;W1.3000;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vendel 35348;W1.3167;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Veneffles 35349=35069;W1.2667;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vergéal 35350;W1.6000;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vern-sur-Seiche 35352;W1.7500;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vezin-le-Coquet 35353;W1.6000;N47.6833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vieux-Viel 35354;W1.5500;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vieux-Vy-sur-Couesnon 35355;W1.4833;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vignoc 35356;W1.7833;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Villamée 35357;W1.2167;N48.4667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Visseiche 35359;W1.3000;N47.9500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Vitré 35360;W1.2000;N48.1333;13;
2;FRA;Bretagne;Morbihan;;W2.7686;N47.8463;9;
3;FRA;Bretagne;Morbihan;Allaire 56001;W2.1667;N47.6333;13;
3;FRA;Bretagne;Morbihan;Ambon 56002;W2.5667;N47.5500;13;
3;FRA;Bretagne;Morbihan;Arradon 56003;W2.8333;N47.6333;13;
3;FRA;Bretagne;Morbihan;Arzal 56004;W2.3667;N47.5167;13;
3;FRA;Bretagne;Morbihan;Arzon 56005;W2.9000;N47.5500;13;
3;FRA;Bretagne;Morbihan;Augan 56006;W2.2833;N47.9167;13;
3;FRA;Bretagne;Morbihan;Auray 56007;W2.9833;N47.6667;13;
3;FRA;Bretagne;Morbihan;Baden 56008;W2.9167;N47.6167;13;
3;FRA;Bretagne;Morbihan;Bangor 56009;W3.1890;N47.3167;13;
3;FRA;Bretagne;Morbihan;Baud 56010;W3.0167;N47.8667;13;
3;FRA;Bretagne;Morbihan;Béganne 56011;W2.2500;N47.6000;13;
3;FRA;Bretagne;Morbihan;Beignon 56012;W2.1667;N47.9667;13;
3;FRA;Bretagne;Morbihan;Belz 56013;W3.1667;N47.6833;13;
3;FRA;Bretagne;Morbihan;Berné 56014;W3.4000;N48.0000;13;
3;FRA;Bretagne;Morbihan;Berric 56015;W2.5167;N47.6333;13;
3;FRA;Bretagne;Morbihan;Bieuzy 56016;W3.0500;N47.9667;13;
3;FRA;Bretagne;Morbihan;Bignan 56017;W2.7667;N47.8833;13;
3;FRA;Bretagne;Morbihan;Billiers 56018;W2.4833;N47.5333;13;
3;FRA;Bretagne;Morbihan;Billio 56019;W2.6333;N47.8667;13;
3;FRA;Bretagne;Morbihan;Bohal 56020;W2.4333;N47.7833;13;
3;FRA;Bretagne;Morbihan;Bono 56262;W2.9333;N47.6333;13;
3;FRA;Bretagne;Morbihan;Brandérion 56021;W3.2000;N47.7833;13;
3;FRA;Bretagne;Morbihan;Brandivy 56022;W2.9500;N47.7833;13;
3;FRA;Bretagne;Morbihan;Brech 56023;W2.9833;N47.7167;13;
3;FRA;Bretagne;Morbihan;Bréhan 56024;W2.6833;N48.0500;13;
3;FRA;Bretagne;Morbihan;Brignac 56025;W2.3833;N48.1167;13;
3;FRA;Bretagne;Morbihan;Bubry 56026;W3.1667;N47.9667;13;
3;FRA;Bretagne;Morbihan;Buléon 56027;W2.7000;N47.9333;13;
3;FRA;Bretagne;Morbihan;Caden 56028;W2.2833;N47.6333;13;
3;FRA;Bretagne;Morbihan;Calan 56029;W3.3167;N47.8667;13;
3;FRA;Bretagne;Morbihan;Camoël 56030;W2.4000;N47.4833;13;
3;FRA;Bretagne;Morbihan;Camors 56031;W3.0000;N47.8500;13;
3;FRA;Bretagne;Morbihan;Campénéac 56032;W2.3000;N47.9500;13;
3;FRA;Bretagne;Morbihan;Carentoir 56033;W2.1333;N47.8167;13;
3;FRA;Bretagne;Morbihan;Carnac 56034;W3.0833;N47.5833;13;
3;FRA;Bretagne;Morbihan;Caro 56035;W2.3167;N47.8667;13;
3;FRA;Bretagne;Morbihan;Caudan 56036;W3.3333;N47.8167;13;
3;FRA;Bretagne;Morbihan;Cléguer 56040;W3.3667;N47.8500;13;
3;FRA;Bretagne;Morbihan;Cléguérec 56041;W3.0833;N48.1167;13;
3;FRA;Bretagne;Morbihan;Colpo 56042;W2.8167;N47.8167;13;
3;FRA;Bretagne;Morbihan;Concoret 56043;W2.2000;N48.0667;13;
3;FRA;Bretagne;Morbihan;Cournon 56044;W2.1000;N47.7500;13;
3;FRA;Bretagne;Morbihan;Crach 56046;W3.0083;N47.6167;13;
3;FRA;Bretagne;Morbihan;Crédin 56047;W2.7667;N48.0333;13;
3;FRA;Bretagne;Morbihan;Croixanvec 56049;W2.8667;N48.1333;13;
3;FRA;Bretagne;Morbihan;Cruguel 56051;W2.6000;N47.8833;13;
3;FRA;Bretagne;Morbihan;Damgan 56052;W2.5833;N47.5167;13;
3;FRA;Bretagne;Morbihan;Elven 56053;W2.5833;N47.7333;13;
3;FRA;Bretagne;Morbihan;Erdeven 56054;W3.1500;N47.6333;13;
3;FRA;Bretagne;Morbihan;Étel 56055;W3.2000;N47.6500;13;
3;FRA;Bretagne;Morbihan;Évriguet 56056;W2.4167;N48.0833;13;
3;FRA;Bretagne;Morbihan;Férel 56058;W2.3500;N47.4833;13;
3;FRA;Bretagne;Morbihan;Gâvres 56062;W3.3500;N47.6833;13;
3;FRA;Bretagne;Morbihan;Gestel 56063;W3.4500;N47.8000;13;
3;FRA;Bretagne;Morbihan;Glénac 56064;W2.1333;N47.7333;13;
3;FRA;Bretagne;Morbihan;Gourhel 56065;W2.3667;N47.9333;13;
3;FRA;Bretagne;Morbihan;Gourin 56066;W3.6000;N48.1333;13;
3;FRA;Bretagne;Morbihan;Grand-Champ 56067;W2.8500;N47.7667;13;
3;FRA;Bretagne;Morbihan;Groix 56069;W3.4667;N47.6333;13;
3;FRA;Bretagne;Morbihan;Guégon 56070;W2.5667;N47.9333;13;
3;FRA;Bretagne;Morbihan;Guéhenno 56071;W2.6333;N47.9000;13;
3;FRA;Bretagne;Morbihan;Gueltas 56072;W2.8000;N48.1000;13;
3;FRA;Bretagne;Morbihan;Guémené-sur-Scorff 56073;W3.2000;N48.0667;13;
3;FRA;Bretagne;Morbihan;Guénin 56074;W2.9833;N47.9000;13;
3;FRA;Bretagne;Morbihan;Guer 56075;W2.1167;N47.9000;13;
3;FRA;Bretagne;Morbihan;Guern 56076;W3.0833;N48.0333;13;
3;FRA;Bretagne;Morbihan;Guidel 56078;W3.4833;N47.7833;13;
3;FRA;Bretagne;Morbihan;Guillac 56079;W2.4667;N47.9167;13;
3;FRA;Bretagne;Morbihan;Guilliers 56080;W2.4000;N48.0500;13;
3;FRA;Bretagne;Morbihan;Guiscriff 56081;W3.6500;N48.0500;13;
3;FRA;Bretagne;Morbihan;Helléan 56082;W2.4667;N47.9667;13;
3;FRA;Bretagne;Morbihan;Hennebont 56083;W3.2833;N47.8000;13;
3;FRA;Bretagne;Morbihan;Hoedic 56085;W2.8833;N47.3333;13;
3;FRA;Bretagne;Morbihan;Île-aux-Moines 56087;W2.8333;N47.5833;13;
3;FRA;Bretagne;Morbihan;Île-d'Arz 56088;W2.8000;N47.5833;13;
3;FRA;Bretagne;Morbihan;Île-d'Houat 56086;W2.9500;N47.3833;13;
3;FRA;Bretagne;Morbihan;Inguiniel 56089;W3.2833;N47.9833;13;
3;FRA;Bretagne;Morbihan;Inzinzac-Lochrist 56090;W3.2500;N47.8333;13;
3;FRA;Bretagne;Morbihan;Josselin 56091;W2.5500;N47.9500;13;
3;FRA;Bretagne;Morbihan;Kerfourn 56092;W2.8333;N48.0333;13;
3;FRA;Bretagne;Morbihan;Kergrist 56093;W2.9667;N48.1500;13;
3;FRA;Bretagne;Morbihan;Kernascléden 56264;W3.3167;N48.0000;13;
3;FRA;Bretagne;Morbihan;Kervignac 56094;W3.2333;N47.7667;13;
3;FRA;Bretagne;Morbihan;Keryado 56095=56121;W3.3950;N47.7635;13;
3;FRA;Bretagne;Morbihan;La Chapelle-Caro 56037;W2.4220;N47.8655;13;
3;FRA;Bretagne;Morbihan;La Chapelle-Gaceline 56038;W2.1000;N47.7833;13;
3;FRA;Bretagne;Morbihan;La Chapelle-Neuve 56039;W2.9500;N47.8667;13;
3;FRA;Bretagne;Morbihan;La Croix-Helléan 56050;W2.5000;N47.9500;13;
3;FRA;Bretagne;Morbihan;La Gacilly 56061;W2.1500;N47.7667;13;
3;FRA;Bretagne;Morbihan;La Grée-Saint-Laurent 56068;W2.5000;N48.0000;13;
3;FRA;Bretagne;Morbihan;La Roche-Bernard 56195;W2.3000;N47.5167;13;
3;FRA;Bretagne;Morbihan;La Trinité-Porhoët 56257;W2.5500;N48.1000;13;
3;FRA;Bretagne;Morbihan;La Trinité-sur-Mer 56258;W3.0333;N47.5833;13;
3;FRA;Bretagne;Morbihan;La Trinité-Surzur 56259;W2.6000;N47.6000;13;
3;FRA;Bretagne;Morbihan;La Vraie-Croix 56261;W2.5500;N47.6833;13;
3;FRA;Bretagne;Morbihan;Landaul 56096;W3.0667;N47.7500;13;
3;FRA;Bretagne;Morbihan;Landévant 56097;W3.1167;N47.7667;13;
3;FRA;Bretagne;Morbihan;Lanester 56098;W3.3500;N47.7500;13;
3;FRA;Bretagne;Morbihan;Langoëlan 56099;W3.2333;N48.1167;13;
3;FRA;Bretagne;Morbihan;Langonnet 56100;W3.5000;N48.1000;13;
3;FRA;Bretagne;Morbihan;Languidic 56101;W3.1667;N47.8333;13;
3;FRA;Bretagne;Morbihan;Lanouée 56102;W2.5833;N48.0000;13;
3;FRA;Bretagne;Morbihan;Lantillac 56103;W2.6500;N47.9500;13;
3;FRA;Bretagne;Morbihan;Lanvaudan 56104;W3.2667;N47.9000;13;
3;FRA;Bretagne;Morbihan;Lanvénégen 56105;W3.5500;N48.0000;13;
3;FRA;Bretagne;Morbihan;Larmor-Baden 56106;W2.9000;N47.5833;13;
3;FRA;Bretagne;Morbihan;Larmor-Plage 56107;W3.3833;N47.7000;13;
3;FRA;Bretagne;Morbihan;Larré 56108;W2.5167;N47.7167;13;
3;FRA;Bretagne;Morbihan;Lauzach 56109;W2.5333;N47.6167;13;
3;FRA;Bretagne;Morbihan;Le Cours 56045;W2.5000;N47.7333;13;
3;FRA;Bretagne;Morbihan;Le Croisty 56048;W3.3639;N48.0645;13;
3;FRA;Bretagne;Morbihan;Le Faouët 56057;W3.5000;N48.0417;13;
3;FRA;Bretagne;Morbihan;Le Guerno 56077;W2.4000;N47.5833;13;
3;FRA;Bretagne;Morbihan;Le Hézo 56084;W2.7000;N47.5833;13;
3;FRA;Bretagne;Morbihan;Le Palais 56152;W3.1500;N47.3500;13;
3;FRA;Bretagne;Morbihan;Le Roc-Saint-André 56197;W2.4500;N47.8667;13;
3;FRA;Bretagne;Morbihan;Le Saint 56201;W3.5667;N48.0833;13;
3;FRA;Bretagne;Morbihan;Le Sourn 56246;W2.9833;N48.0500;13;
3;FRA;Bretagne;Morbihan;Le Tour-du-Parc 56252;W2.6500;N47.5167;13;
3;FRA;Bretagne;Morbihan;Les Forges 56059;W2.6500;N48.0167;13;
3;FRA;Bretagne;Morbihan;Les Fougerêts 56060;W2.2167;N47.7333;13;
3;FRA;Bretagne;Morbihan;Lignol 56110;W3.2667;N48.0333;13;
3;FRA;Bretagne;Morbihan;Limerzel 56111;W2.3667;N47.6333;13;
3;FRA;Bretagne;Morbihan;Lizio 56112;W2.5167;N47.8667;13;
3;FRA;Bretagne;Morbihan;Locmalo 56113;W3.1917;N48.0750;13;
3;FRA;Bretagne;Morbihan;Locmaria 56114;W3.0833;N47.2917;13;
3;FRA;Bretagne;Morbihan;Locmaria-Grand-Champ 56115;W2.7833;N47.7500;13;
3;FRA;Bretagne;Morbihan;Locmariaquer 56116;W2.9500;N47.5667;13;
3;FRA;Bretagne;Morbihan;Locminé 56117;W2.8333;N47.8833;13;
3;FRA;Bretagne;Morbihan;Locmiquélic 56118;W3.3500;N47.7167;13;
3;FRA;Bretagne;Morbihan;Locoal-Mendon 56119;W3.1000;N47.7167;13;
3;FRA;Bretagne;Morbihan;Locqueltas 56120;W2.7500;N47.7500;13;
3;FRA;Bretagne;Morbihan;Lorient 56121;W3.3667;N47.7500;13;
3;FRA;Bretagne;Morbihan;Loyat 56122;W2.4000;N47.9833;13;
3;FRA;Bretagne;Morbihan;Malansac 56123;W2.3000;N47.6833;13;
3;FRA;Bretagne;Morbihan;Malestroit 56124;W2.3833;N47.8167;13;
3;FRA;Bretagne;Morbihan;Malguénac 56125;W3.0500;N48.0833;13;
3;FRA;Bretagne;Morbihan;Marzan 56126;W2.3167;N47.5333;13;
3;FRA;Bretagne;Morbihan;Mauron 56127;W2.3000;N48.0833;13;
3;FRA;Bretagne;Morbihan;Melrand 56128;W3.1167;N47.9833;13;
3;FRA;Bretagne;Morbihan;Ménéac 56129;W2.4667;N48.1500;13;
3;FRA;Bretagne;Morbihan;Merlevenez 56130;W3.2333;N47.7333;13;
3;FRA;Bretagne;Morbihan;Meslan 56131;W3.4333;N48.0000;13;
3;FRA;Bretagne;Morbihan;Meucon 56132;W2.7667;N47.7167;13;
3;FRA;Bretagne;Morbihan;Missiriac 56133;W2.3500;N47.8333;13;
3;FRA;Bretagne;Morbihan;Mohon 56134;W2.5333;N48.0500;13;
3;FRA;Bretagne;Morbihan;Molac 56135;W2.4000;N47.7500;13;
3;FRA;Bretagne;Morbihan;Monteneuf 56136;W2.2000;N47.8667;13;
3;FRA;Bretagne;Morbihan;Monterblanc 56137;W2.6833;N47.7500;13;
3;FRA;Bretagne;Morbihan;Monterrein 56138;W2.3500;N47.8833;13;
3;FRA;Bretagne;Morbihan;Montertelot 56139;W2.4167;N47.8833;13;
3;FRA;Bretagne;Morbihan;Moréac 56140;W2.8167;N47.9167;13;
3;FRA;Bretagne;Morbihan;Moustoir-Ac 56141;W2.8333;N47.8500;13;
3;FRA;Bretagne;Morbihan;Moustoir-Remungol 56142;W2.9000;N48.0000;13;
3;FRA;Bretagne;Morbihan;Muzillac 56143;W2.4833;N47.5500;13;
3;FRA;Bretagne;Morbihan;Naizin 56144;W2.8333;N47.9833;13;
3;FRA;Bretagne;Morbihan;Néant-sur-Yvel 56145;W2.3333;N48.0167;13;
3;FRA;Bretagne;Morbihan;Neulliac 56146;W2.9833;N48.1333;13;
3;FRA;Bretagne;Morbihan;Nivillac 56147;W2.2833;N47.5333;13;
3;FRA;Bretagne;Morbihan;Nostang 56148;W3.1833;N47.7500;13;
3;FRA;Bretagne;Morbihan;Noyal-Muzillac 56149;W2.4500;N47.5833;13;
3;FRA;Bretagne;Morbihan;Noyal-Pontivy 56151;W2.8833;N48.0667;13;
3;FRA;Bretagne;Morbihan;Noyalo 56150;W2.6833;N47.6167;13;
3;FRA;Bretagne;Morbihan;Péaule 56153;W2.3667;N47.5833;13;
3;FRA;Bretagne;Morbihan;Peillac 56154;W2.2167;N47.7167;13;
3;FRA;Bretagne;Morbihan;Pénestin 56155;W2.4833;N47.4833;13;
3;FRA;Bretagne;Morbihan;Persquen 56156;W3.1667;N48.0333;13;
3;FRA;Bretagne;Morbihan;Plaudren 56157;W2.7000;N47.7833;13;
3;FRA;Bretagne;Morbihan;Plescop 56158;W2.8000;N47.7000;13;
3;FRA;Bretagne;Morbihan;Pleucadeuc 56159;W2.3667;N47.7500;13;
3;FRA;Bretagne;Morbihan;Pleugriffet 56160;W2.6833;N47.9833;13;
3;FRA;Bretagne;Morbihan;Ploemel 56161;W3.0667;N47.6500;13;
3;FRA;Bretagne;Morbihan;Ploemeur 56162;W3.4333;N47.7333;13;
3;FRA;Bretagne;Morbihan;Ploërdut 56163;W3.2833;N48.0833;13;
3;FRA;Bretagne;Morbihan;Ploeren 56164;W2.8833;N47.6500;13;
3;FRA;Bretagne;Morbihan;Ploërmel 56165;W2.4000;N47.9333;13;
3;FRA;Bretagne;Morbihan;Plouay 56166;W3.3333;N47.9167;13;
3;FRA;Bretagne;Morbihan;Plougoumelen 56167;W2.9333;N47.6500;13;
3;FRA;Bretagne;Morbihan;Plouharnel 56168;W3.1167;N47.6000;13;
3;FRA;Bretagne;Morbihan;Plouhinec 56169;W3.2333;N47.6833;13;
3;FRA;Bretagne;Morbihan;Plouray 56170;W3.3833;N48.1500;13;
3;FRA;Bretagne;Morbihan;Pluherlin 56171;W2.3667;N47.7000;13;
3;FRA;Bretagne;Morbihan;Plumelec 56172;W2.6500;N47.8333;13;
3;FRA;Bretagne;Morbihan;Pluméliau 56173;W2.9667;N47.9667;13;
3;FRA;Bretagne;Morbihan;Plumelin 56174;W2.8833;N47.8667;13;
3;FRA;Bretagne;Morbihan;Plumergat 56175;W2.9167;N47.7500;13;
3;FRA;Bretagne;Morbihan;Pluneret 56176;W2.9667;N47.6833;13;
3;FRA;Bretagne;Morbihan;Pluvigner 56177;W3.0167;N47.7667;13;
3;FRA;Bretagne;Morbihan;Pont-Scorff 56179;W3.4000;N47.8333;13;
3;FRA;Bretagne;Morbihan;Pontivy 56178;W2.9833;N48.0667;13;
3;FRA;Bretagne;Morbihan;Porcaro 56180;W2.2000;N47.9167;13;
3;FRA;Bretagne;Morbihan;Port-Louis 56181;W3.3500;N47.7167;13;
3;FRA;Bretagne;Morbihan;Priziac 56182;W3.4167;N48.0667;13;
3;FRA;Bretagne;Morbihan;Quelneuc 56183;W2.0667;N47.8167;13;
3;FRA;Bretagne;Morbihan;Questembert 56184;W2.4667;N47.6667;13;
3;FRA;Bretagne;Morbihan;Quéven 56185;W3.4167;N47.7833;13;
3;FRA;Bretagne;Morbihan;Quiberon 56186;W3.1167;N47.4833;13;
3;FRA;Bretagne;Morbihan;Quily 56187;W2.4667;N47.8833;13;
3;FRA;Bretagne;Morbihan;Quistinic 56188;W3.1333;N47.9167;13;
3;FRA;Bretagne;Morbihan;Radenac 56189;W2.7167;N47.9667;13;
3;FRA;Bretagne;Morbihan;Réguiny 56190;W2.7500;N47.9667;13;
3;FRA;Bretagne;Morbihan;Réminiac 56191;W2.2500;N47.8500;13;
3;FRA;Bretagne;Morbihan;Remungol 56192;W2.9000;N47.9333;13;
3;FRA;Bretagne;Morbihan;Riantec 56193;W3.3167;N47.7167;13;
3;FRA;Bretagne;Morbihan;Rieux 56194;W2.1000;N47.6000;13;
3;FRA;Bretagne;Morbihan;Rochefort-en-Terre 56196;W2.3333;N47.7000;13;
3;FRA;Bretagne;Morbihan;Rohan 56198;W2.7667;N48.0667;13;
3;FRA;Bretagne;Morbihan;Roudouallec 56199;W3.7167;N48.1250;13;
3;FRA;Bretagne;Morbihan;Ruffiac 56200;W2.2833;N47.8167;13;
3;FRA;Bretagne;Morbihan;Saint-Abraham 56202;W2.4000;N47.8500;13;
3;FRA;Bretagne;Morbihan;Saint-Aignan 56203;W3.0167;N48.1833;13;
3;FRA;Bretagne;Morbihan;Saint-Allouestre 56204;W2.8833;N47.9167;13;
3;FRA;Bretagne;Morbihan;Saint-Armel 56205;W2.7167;N47.5667;13;
3;FRA;Bretagne;Morbihan;Saint-Avé 56206;W2.7500;N47.6833;13;
3;FRA;Bretagne;Morbihan;Saint-Barthélemy 56207;W3.0500;N47.9333;13;
3;FRA;Bretagne;Morbihan;Saint-Brieuc-de-Mauron 56208;W2.3667;N48.0833;13;
3;FRA;Bretagne;Morbihan;Saint-Caradec-Trégomel 56210;W3.3500;N48.0333;13;
3;FRA;Bretagne;Morbihan;Saint-Congard 56211;W2.3167;N47.7667;13;
3;FRA;Bretagne;Morbihan;Saint-Dolay 56212;W2.1500;N47.5500;13;
3;FRA;Bretagne;Morbihan;Saint-Gérand 56213;W2.8833;N48.1000;13;
3;FRA;Bretagne;Morbihan;Saint-Gildas-de-Rhuys 56214;W2.8333;N47.5000;13;
3;FRA;Bretagne;Morbihan;Saint-Gonnery 56215;W2.8167;N48.1167;13;
3;FRA;Bretagne;Morbihan;Saint-Gorgon 56216;W2.2333;N47.6500;13;
3;FRA;Bretagne;Morbihan;Saint-Gouvry 56217=56198;W2.7667;N48.0833;13;
3;FRA;Bretagne;Morbihan;Saint-Gravé 56218;W2.2833;N47.7167;13;
3;FRA;Bretagne;Morbihan;Saint-Guyomard 56219;W2.5167;N47.7833;13;
3;FRA;Bretagne;Morbihan;Saint-Jacut-les-Pins 56221;W2.2167;N47.6833;13;
3;FRA;Bretagne;Morbihan;Saint-Jean-Brévelay 56222;W2.7167;N47.8500;13;
3;FRA;Bretagne;Morbihan;Saint-Jean-la-Poterie 56223;W2.1333;N47.6333;13;
3;FRA;Bretagne;Morbihan;Saint-Laurent-sur-Oust 56224;W2.3167;N47.7833;13;
3;FRA;Bretagne;Morbihan;Saint-Léry 56225;W2.2500;N48.0833;13;
3;FRA;Bretagne;Morbihan;Saint-Malo-de-Beignon 56226;W2.1500;N47.9500;13;
3;FRA;Bretagne;Morbihan;Saint-Malo-des-Trois-Fontaines 56227;W2.4667;N48.0167;13;
3;FRA;Bretagne;Morbihan;Saint-Marcel 56228;W2.4167;N47.8000;13;
3;FRA;Bretagne;Morbihan;Saint-Martin 56229;W2.2500;N47.7333;13;
3;FRA;Bretagne;Morbihan;Saint-Nicolas-du-Tertre 56230;W2.2167;N47.8000;13;
3;FRA;Bretagne;Morbihan;Saint-Nolff 56231;W2.6500;N47.7000;13;
3;FRA;Bretagne;Morbihan;Saint-Perreux 56232;W2.1000;N47.6667;13;
3;FRA;Bretagne;Morbihan;Saint-Philibert 56233;W3.0000;N47.5833;13;
3;FRA;Bretagne;Morbihan;Saint-Pierre-Quiberon 56234;W3.1333;N47.5167;13;
3;FRA;Bretagne;Morbihan;Saint-Samson 56235=56198;W2.7667;N48.0833;13;
3;FRA;Bretagne;Morbihan;Saint-Servant 56236;W2.5167;N47.9167;13;
3;FRA;Bretagne;Morbihan;Saint-Thuriau 56237;W2.9500;N48.0167;13;
3;FRA;Bretagne;Morbihan;Saint-Tugdual 56238;W3.3333;N48.0833;13;
3;FRA;Bretagne;Morbihan;Saint-Vincent-sur-Oust 56239;W2.1500;N47.7000;13;
3;FRA;Bretagne;Morbihan;Sainte-Anne-d'Auray 56263;W2.9500;N47.7000;13;
3;FRA;Bretagne;Morbihan;Sainte-Brigitte 56209;W3.1167;N48.1500;13;
3;FRA;Bretagne;Morbihan;Sainte-Hélène 56220;W3.2000;N47.7167;13;
3;FRA;Bretagne;Morbihan;Sarzeau 56240;W2.7667;N47.5333;13;
3;FRA;Bretagne;Morbihan;Sauzon 56241;W3.2167;N47.3667;13;
3;FRA;Bretagne;Morbihan;Séglien 56242;W3.1500;N48.1167;13;
3;FRA;Bretagne;Morbihan;Séné 56243;W2.7500;N47.6167;13;
3;FRA;Bretagne;Morbihan;Sérent 56244;W2.5000;N47.8167;13;
3;FRA;Bretagne;Morbihan;Silfiac 56245;W3.1500;N48.1500;13;
3;FRA;Bretagne;Morbihan;Sulniac 56247;W2.5667;N47.6833;13;
